,Datetime,Text,clean_text,label
9081,2022-08-20 11:30:24+00:00,"Agenda antichrist makin nyata, micin, cacar monyet, copet, film minion yg illumination, strengthen ur faith and said #FuckNewWorldOrder",Agenda antichrist makin nyata micin cacar monyet copet film minion illumination strengthen faith and said FuckNewWorldOrder,neutral
9086,2022-08-20 11:29:18+00:00,@yeonjunfairys Cacar monyet itu nanti kita berubah jadi monyet? Apa gimana?,Cacar monyet itu nanti kita berubah jadi monyet Apa gimana,neutral
9089,2022-08-20 11:27:29+00:00,CACAR MONYET GMN LAGI YATUHAN,CACAR MONYET GMN LAGI YATUHAN,neutral
9090,2022-08-20 11:26:53+00:00,Serem bgt cacar monyet udah masuk Indonesia 😨,Serem bgt cacar monyet udah masuk Indonesia,neutral
9092,2022-08-20 11:26:47+00:00,"@catchmeupid Ai aku teh shio tikus, bakal nular ga ya cacar monyet? 
#ganyambung",aku teh shio tikus bakal nular cacar monyet ganyambung,neutral
9093,2022-08-20 11:25:36+00:00,"Kenapa era masa muda gue kagak tenang ya...
Pandemi lah. Sekarang ada baru lagi, si cacar monyet dah masuk indo
Udah anyink gue capek pengen hidup tenang
Maskeran mulu make-up ngampus luntur",Kenapa era masa muda gue kagak tenang Pandemi lah Sekarang ada baru lagi cacar monyet dah masuk indo Udah anyink gue capek pengen hidup tenang Maskeran mulu make ngampus luntur,neutral
9094,2022-08-20 11:25:18+00:00,"covid belom kelar tambah cacar monyet, untung gak tambah siput gila",covid belom kelar tambah cacar monyet untung gak tambah siput gila,neutral
9095,2022-08-20 11:24:52+00:00,Indonesia Temukan Kasus Pertama Cacar Monyet.,Indonesia Temukan Kasus Pertama Cacar Monyet,neutral
9096,2022-08-20 11:24:50+00:00,Juru Bicara Kemenkes Mohammad Syahril mengungkapkan kasus konfirmasi cacar monyet ini terjadi pada seorang laki-laki berusia 27 tahun. Pihaknya mendapatkan informasi konfirmasi cacar monyet ini tadi malam.,Juru Bicara Kemenkes Mohammad Syahril mengungkapkan kasus konfirmasi cacar monyet ini terjadi pada seorang laki laki berusia tahun Pihaknya mendapatkan informasi konfirmasi cacar monyet ini tadi malam,neutral
9098,2022-08-20 11:24:34+00:00,"Breaking news.
Kementerian kesehatan RI mengumumkan adanya kasus pertama virus monkey pox atau cacar monyet di indonesia.ada beberapa warga yang terkonfirmasi positif virus monkey pox atau cacar monyet, salah satunya ada di DKI Jakarta dan Kalimantan barat.",Breaking news Kementerian kesehatan mengumumkan adanya kasus pertama virus monkey pox atau cacar monyet indonesia ada beberapa warga yang terkonfirmasi positif virus monkey pox atau cacar monyet salah satunya ada DKI Jakarta dan Kalimantan barat,negative
9099,2022-08-20 11:24:32+00:00,@LaporCovid @KemenkesRI Kalo udah sembuh siap-siap jadi duta cacar monyet,Kalo udah sembuh siap siap jadi duta cacar monyet,neutral
9100,2022-08-20 11:24:26+00:00,"Lah kalau berdasarkan infografis ini, resiko kematian dari cacar biasa lebih tinggi dari pada cara monyet... Yang buat cacar monyet ditakuti banget apanya ya? Tingkat penyebarannya yg cepet kah?",Lah kalau berdasarkan infografis ini resiko kematian dari cacar biasa lebih tinggi dari pada cara monyet Yang buat cacar monyet ditakuti banget apanya Tingkat penyebarannya cepet kah,neutral
9104,2022-08-20 11:23:58+00:00,"@elfarhmi @convomfs mjb

Gejala dimulai dengan demam, sakit kepala, nyeri otot, dan kelelahan. Perbedaan utama antara gejala cacar air dan cacar monyet adalah bahwa cacar monyet menyebabkan pembengkakan pada kelenjar getah bening (limfadenopati) sedangkan cacar air

info dari google",mjb Gejala dimulai dengan demam sakit kepala nyeri otot dan kelelahan Perbedaan utama antara gejala cacar air dan cacar monyet adalah bahwa cacar monyet menyebabkan pembengkakan pada kelenjar getah bening limfadenopati sedangkan cacar air info dari google,neutral
9105,2022-08-20 11:23:51+00:00,"takut bgt kena cacar monyet, nyet",takut bgt kena cacar monyet nyet,neutral
9106,2022-08-20 11:23:41+00:00,Indonesia sdh ada yg terinveksi cacar monyet,Indonesia sdh ada terinveksi cacar monyet,neutral
9107,2022-08-20 11:23:30+00:00,@yeonjunfairys halah cacat monyet cacar monyet gk sekalian cacar babi jg kh,halah cacat monyet cacar monyet sekalian cacar babi,neutral
9108,2022-08-20 11:23:27+00:00,Astaghfirullah masalahnya kena cacar monyet itu penampakannya kayak kena azab. Bolong2 kulitnya seremm,Astaghfirullah masalahnya kena cacar monyet itu penampakannya kayak kena azab Bolong2 kulitnya seremm,neutral
9111,2022-08-20 11:23:07+00:00,"@insomniaczs Menular pack, bisa dari kontak fisik, kontak ke barang yg terkontaminasi lesi cacar monyet, air liur, droplet bersin dan ada indikasi bisa lewat udara. Penyakit ini bukan penyakit gay, siapa aja bisa kena.",Menular pack bisa dari kontak fisik kontak barang terkontaminasi lesi cacar monyet air liur droplet bersin dan ada indikasi bisa lewat udara Penyakit ini bukan penyakit gay siapa aja bisa kena,positive
9113,2022-08-20 11:22:42+00:00,Hati2 ges cacar monyet sudah terkonfirmasi,Hati2 ges cacar monyet sudah terkonfirmasi,neutral
9115,2022-08-20 11:22:00+00:00,@catchmeupid WOI PANTES DI KLINIK GUE KERJA 2 HARI LALU ADA YANG NANYAIN VAKSIN MONKEYPOX (VAKSIN BUAT CACAR MONYET) ASDFGHJKL TAKUT BGT,WOI PANTES KLINIK GUE KERJA HARI LALU ADA YANG NANYAIN VAKSIN MONKEYPOX VAKSIN BUAT CACAR MONYET ASDFGHJKL TAKUT BGT,neutral
9117,2022-08-20 11:21:47+00:00,hih ni apalagi cacar monyet. emang penularannya bisa lewat udara kah?,hih apalagi cacar monyet emang penularannya bisa lewat udara kah,neutral
9118,2022-08-20 11:21:46+00:00,"@catchmeupid Cacar monyet berarti ketularan dari monyet
Kalau bukan dari monyet harusnya cacar manusia. Kasihan monyet, apa apa monyet dikit dikit monyet",Cacar monyet berarti ketularan dari monyet Kalau bukan dari monyet harusnya cacar manusia Kasihan monyet apa apa monyet dikit dikit monyet,neutral
9121,2022-08-20 11:21:19+00:00,"gue ga akan pernah mau kena cacar monyet, mending bundir si kalo gitu",gue akan pernah mau kena cacar monyet mending bundir kalo gitu,neutral
9123,2022-08-20 11:20:53+00:00,ya allah gue sejujurnya lebih takut cacar monyet dibanding sama monyet😭,allah gue sejujurnya lebih takut cacar monyet dibanding sama monyet,neutral
9124,2022-08-20 11:20:47+00:00,Kalau udah sembuh jangan lupa kasih penghargaan duta cacar monyet indonesia,Kalau udah sembuh jangan lupa kasih penghargaan duta cacar monyet indonesia,neutral
9126,2022-08-20 11:20:41+00:00,"Kalau corona meskipun bergejala tetap berani keluar karena nggak keliatan, kalau monkeypox alias cacar monyet ini kalau udah mulai keluar cacarnya pasti malu keluar dan dijauhi.

Tapi kalau udah menular sejak belum bergejala yo kujur 🙃",Kalau corona meskipun bergejala tetap berani keluar karena nggak keliatan kalau monkeypox alias cacar monyet ini kalau udah mulai keluar cacarnya pasti malu keluar dan dijauhi Tapi kalau udah menular sejak belum bergejala kujur,neutral
9127,2022-08-20 11:20:38+00:00,"BREAKING NEWS: Indonesia melaporkan kasus positif pertama Cacar Monyet hari ini, pasien seorang laki-laki berusia 27 tahun di DKI Jakarta dengan riwayat perjalanan dari luar negeri.",BREAKING NEWS Indonesia melaporkan kasus positif pertama Cacar Monyet hari ini pasien seorang laki laki berusia tahun DKI Jakarta dengan riwayat perjalanan dari luar negeri,neutral
9128,2022-08-20 11:20:31+00:00,@tanyakanrl Cacar monyet nular engga ?,Cacar monyet nular engga,neutral
9129,2022-08-20 11:20:31+00:00,"@Aralatee engga kak, cacar monyet itu gede"" cacar nya setau aku",engga kak cacar monyet itu gede cacar nya setau aku,neutral
9131,2022-08-20 11:20:19+00:00,cacar monyet tuh jadi monyet ap cemana,cacar monyet tuh jadi monyet cemana,neutral
9137,2022-08-20 11:19:32+00:00,"semalam covid, ni cacar monyet, kd kawa kah aku hidup dengan damai ketu nah",semalam covid cacar monyet kawa kah aku hidup dengan damai ketu nah,neutral
9139,2022-08-20 11:18:53+00:00,"Covid sudah mulai biasa aja dan sebagian besar orang juga udh kebal karna vaksin, eh tau2 nya WHO udh ngumumin adanya cacar monyet jadi pandemi",Covid sudah mulai biasa aja dan sebagian besar orang juga udh kebal karna vaksin tau2 nya WHO udh ngumumin adanya cacar monyet jadi pandemi,neutral
9141,2022-08-20 11:18:13+00:00,"Setelah Corona, sekarang ada Cacar Monyet.",Setelah Corona sekarang ada Cacar Monyet,neutral
9142,2022-08-20 11:17:28+00:00,"Karena kasus Cacar Monyet/Monkeypox udah rilis di Indonesia, mari pantau perkembangannya.

Kalau dalam 2 minggu ada lebih dari 100 kasus, batal aja dah rencana hiburan/liburan akhir tahun.

Gak kebayang kalau rupa udah rusak begini masih harus kena cacar. Paten bener jeleknya.",Karena kasus Cacar Monyet Monkeypox udah rilis Indonesia mari pantau perkembangannya Kalau dalam minggu ada lebih dari 100 kasus batal aja dah rencana hiburan liburan akhir tahun Gak kebayang kalau rupa udah rusak begini masih harus kena cacar Paten bener jeleknya,neutral
9143,2022-08-20 11:17:19+00:00,apakah perbedaan cacar monyet dan cacar air itu kyk jambu monyet dan jambu air?? 🤔🤔,apakah perbedaan cacar monyet dan cacar air itu kyk jambu monyet dan jambu air,neutral
9144,2022-08-20 11:17:06+00:00,"cacar monyet serem banget anjir, awws aja kalau jadi endemic atau pandemic aku mau nangis guling-guling",cacar monyet serem banget anjir awws aja kalau jadi endemic atau pandemic aku mau nangis guling guling,neutral
9145,2022-08-20 11:17:00+00:00,"tolong ya, buat virus cacar monyet jangan kaya virus kopit sampe harus ppkm lagi. soalnya BULAN DEPAN GUA MAU JALAN JALAN KE BANDUNG-JOGJA ANYING. JANGAN SAMPE KAGA JADI LAGI GARA2 VIRUS CACAR MONYET 😭",tolong buat virus cacar monyet jangan kaya virus kopit sampe harus ppkm lagi soalnya BULAN DEPAN GUA MAU JALAN JALAN BANDUNG JOGJA ANYING JANGAN SAMPE KAGA JADI LAGI GARA2 VIRUS CACAR MONYET,neutral
9146,2022-08-20 11:16:46+00:00,Cacar monyet tu ciri2nya kek apa dh...,Cacar monyet ciri2nya kek apa,neutral
9147,2022-08-20 11:16:44+00:00,"SUDAH CUKUP PLS JANCKK, INI KEADAAN UDAH MULAI NORMAL NI CACAR MONYET MALAH BERULAH",SUDAH CUKUP PLS JANCKK INI KEADAAN UDAH MULAI NORMAL CACAR MONYET MALAH BERULAH,positive
9151,2022-08-20 11:15:47+00:00,kayanya orng2 lebih takut kena cacar monyet daripada covid karena ngerusak penampilan,kayanya orng2 lebih takut kena cacar monyet daripada covid karena ngerusak penampilan,neutral
9152,2022-08-20 11:15:40+00:00,"Cacar Monyet (monkeypox) itu awalnya dari Afrika (ketika itu masih berstatus ""endemik"").

Eh tapi, susah juga yah ngata2in “AFRIKA KO***L“, entar malah bawa2 hashtag 'Badan Legislatif Mahasiswa' tuh yang ada 🤣",Cacar Monyet monkeypox itu awalnya dari Afrika ketika itu masih berstatus endemik tapi susah juga yah ngata2in AFRIKA entar malah bawa2 hashtag Badan Legislatif Mahasiswa tuh yang ada,neutral
9153,2022-08-20 11:15:27+00:00,"@hellorosierose Rabun Ayam, udah.
Anjing gila, udah.
Flu burung, udah.
Flu babi, udah.
Cacar monyet, on going.

Menyusul apa lagi ya...??",Rabun Ayam udah Anjing gila udah Flu burung udah Flu babi udah Cacar monyet going Menyusul apa lagi,neutral
9155,2022-08-20 11:15:10+00:00,"Tetiba si Enda nanya, ""Bun... Bun... Cacar monyet itu berarti kl kita habis kena cacar terus berubah jadi kaya monyet, gitu kan?""

😩",Tetiba Enda nanya Bun Bun Cacar monyet itu berarti kita habis kena cacar terus berubah jadi kaya monyet gitu kan,neutral
9156,2022-08-20 11:14:48+00:00,h-7 aaaaa jauh2 kau cacar monyet.,aaaaa jauh2 kau cacar monyet,neutral
9157,2022-08-20 11:14:29+00:00,cacar monyet anjrit 🥲,cacar monyet anjrit,neutral
9158,2022-08-20 11:13:50+00:00,@tanyakanrl cacar monyet serem bngt,cacar monyet serem bngt,neutral
9160,2022-08-20 11:13:49+00:00,"info kopi yang tanpa ampas, mau belajar bikin dalgona lagi karena udah ada positif cacar monyet. tks ^dvd",info kopi yang tanpa ampas mau belajar bikin dalgona lagi karena udah ada positif cacar monyet tks dvd,neutral
9162,2022-08-20 11:13:34+00:00,tbl bgt sama cacar monyet,tbl bgt sama cacar monyet,neutral
9163,2022-08-20 11:12:42+00:00,@catchmeupid Cacar monyet gimana efexnya? Berbulu kah?,Cacar monyet gimana efexnya Berbulu kah,neutral
9165,2022-08-20 11:12:04+00:00,@niqaragua Kalo yg kena monyet apa dinamakan cacar manusia?,Kalo kena monyet apa dinamakan cacar manusia,neutral
9167,2022-08-20 11:11:51+00:00,- kalian pd ngekos lg ngga di nangor? jd agak ragu grgr breaking news cacar monyet ituuu,kalian ngekos ngga nangor agak ragu grgr breaking news cacar monyet ituuu,neutral
9168,2022-08-20 11:11:24+00:00,Cacar monyet ....,Cacar monyet,neutral
9169,2022-08-20 11:11:14+00:00,"apaan sih anjir, udah ada penyakit baru lagi aja cacar monyet",apaan sih anjir udah ada penyakit baru lagi aja cacar monyet,neutral
9170,2022-08-20 11:10:57+00:00,#BREAKING Kemenkes mengkonfirmasi penemuan kasus cacar monyet pertama di Indonesia. Pasien tersebut seorang pria berumur 27 tahun asal DKI Jakarta.,BREAKING Kemenkes mengkonfirmasi penemuan kasus cacar monyet pertama Indonesia Pasien tersebut seorang pria berumur tahun asal DKI Jakarta,neutral
9173,2022-08-20 11:09:52+00:00,Cacar Monyet Jakarta!,Cacar Monyet Jakarta,neutral
9175,2022-08-20 11:09:25+00:00,"@convomf Booster aja gua blm, udh ada cacar monyet Aja  :)",Booster aja gua blm udh ada cacar monyet Aja,neutral
9176,2022-08-20 11:09:13+00:00,Ini cacar monyet beneran gk si anjir,Ini cacar monyet beneran anjir,neutral
9177,2022-08-20 11:08:53+00:00,"haduhh ada cacar monyet lagi, jangan smpe gwe wisuda onlen y anjnk",haduhh ada cacar monyet lagi jangan smpe gwe wisuda onlen anjnk,neutral
9182,2022-08-20 11:08:04+00:00,Kok kasus cacar monyet kali ini bukan dari depok ya,Kok kasus cacar monyet kali ini bukan dari depok,neutral
9183,2022-08-20 11:07:55+00:00,"Covid belum selesai aja udah inflasi segininya, skrng ditambah lagi cacar monyet. Asli sih mleyod😭🫠",Covid belum selesai aja udah inflasi segininya skrng ditambah lagi cacar monyet Asli sih mleyod,neutral
9186,2022-08-20 11:07:07+00:00,tolong kalo ada vaksin segera dipublikasikan karena gue bakalan jadi barisan pertama yang ngantri vaksin cacar monyet alias ANJENG NGADI-NGADI AJA DUNIA 😭,tolong kalo ada vaksin segera dipublikasikan karena gue bakalan jadi barisan pertama yang ngantri vaksin cacar monyet alias ANJENG NGADI NGADI AJA DUNIA,neutral
9187,2022-08-20 11:07:07+00:00,"Penyakit dari luar negeri ini kok aneh2 skrg ya.
Sudah ada cacar monyet masuk Indo.
Katanya orangnya abis dari luar negeri.",Penyakit dari luar negeri ini kok aneh2 skrg Sudah ada cacar monyet masuk Indo Katanya orangnya abis dari luar negeri,neutral
9189,2022-08-20 11:06:52+00:00,"amit amit nanti kena cacar monyet 😭😭😭😭😭😭😭
mana udah kedeteksi 1 di Indonesia fakkk aaaaaaaaaaaaaa",amit amit nanti kena cacar monyet mana udah kedeteksi Indonesia fakkk aaaaaaaaaaaaaa,neutral
9190,2022-08-20 11:06:42+00:00,"ngeri bener udah ada cacar monyet, aku ke kosan mu ya sekarang",ngeri bener udah ada cacar monyet aku kosan sekarang,neutral
9191,2022-08-20 11:06:41+00:00,Loh guys cacar monyet udah masuk indo,Loh guys cacar monyet udah masuk indo,neutral
9192,2022-08-20 11:06:23+00:00,@audriaregita Ada cacar monyet,Ada cacar monyet,neutral
9194,2022-08-20 11:06:09+00:00,@AdityaN23511438 @catchmeupid nanya gini pasti mau berasumsi kalau cacar monyet penyakitnya homo.,nanya gini pasti mau berasumsi kalau cacar monyet penyakitnya homo,neutral
9195,2022-08-20 11:06:02+00:00,Cacar monyet dah masuk Jakarta aja,Cacar monyet dah masuk Jakarta aja,neutral
9197,2022-08-20 11:05:47+00:00,ketik monyet agar trhindar dri cacar monyet,ketik monyet agar trhindar dri cacar monyet,neutral
9198,2022-08-20 11:05:45+00:00,@txtysh @rcyblxx @convomf Cacar biasa jg ke muka muka ga cuma cacar monyet. Beda nya cacar monyet kayak bisul tapi berkoreng besar².,Cacar biasa muka muka cuma cacar monyet Beda nya cacar monyet kayak bisul tapi berkoreng besar,neutral
9199,2022-08-20 11:05:21+00:00,"gara gara berita ada yg terindikasi cacar monyet di jekardah lewat tl, jd parno gue",gara gara berita ada terindikasi cacar monyet jekardah lewat parno gue,neutral
9201,2022-08-20 11:04:35+00:00,Otw mute kata Cacar dan Monyet,Otw mute kata Cacar dan Monyet,neutral
9202,2022-08-20 11:04:30+00:00,"Satu laporan di Inggris mengatakan bahwa kelompok gay banyak kena cacar monyet juga akibat sebagian dari mereka melakukan hubungan seksual di tempat gelap atau menggunakan 'obat', sehingga tidak sadar kalau ada lesi cacar monyet di kulit pasangan seksualnya.",Satu laporan Inggris mengatakan bahwa kelompok gay banyak kena cacar monyet juga akibat sebagian dari mereka melakukan hubungan seksual tempat gelap atau menggunakan obat sehingga tidak sadar kalau ada lesi cacar monyet kulit pasangan seksualnya,positive
9203,2022-08-20 11:04:30+00:00,"Oh iya, jadi inget pesan WHO: 

""Kurangi pasangan seksual Anda, karena semakin banyak pasangan seksual - apalagi random - akan meningkatkan risiko terpapar virus cacar monyet.""",iya jadi inget pesan WHO Kurangi pasangan seksual Anda karena semakin banyak pasangan seksual apalagi random akan meningkatkan risiko terpapar virus cacar monyet,negative
9204,2022-08-20 11:04:29+00:00,"Jadi, buat temen-temen semua, hati-hati, ya. Indonesia sudah melaporkan satu kasus cacar monyet, sehingga upaya pencegahan dengan PHBS wajib diperketat.",Jadi buat temen temen semua hati hati Indonesia sudah melaporkan satu kasus cacar monyet sehingga upaya pencegahan dengan PHBS wajib diperketat,neutral
9205,2022-08-20 11:04:23+00:00,cacar monyet tu kayak gimana sie???,cacar monyet kayak gimana sie,neutral
9206,2022-08-20 11:04:01+00:00,temenku waktu bulan juli kata dokternya kena cacar monyet..,temenku waktu bulan juli kata dokternya kena cacar monyet,neutral
9207,2022-08-20 11:03:55+00:00,Gimana sih cara cacar monyet menular? Yuk pelajarin biar kita bisa mencegah penyebarannya 👇,Gimana sih cara cacar monyet menular Yuk pelajarin biar kita bisa mencegah penyebarannya,neutral
9208,2022-08-20 11:03:52+00:00,@convomfs cacar monyet tuh apa?,cacar monyet tuh apa,neutral
9209,2022-08-20 11:03:02+00:00,Kalo kena cacar monyet gini ngeri kelakuan juga ikutan kaya monyet.,Kalo kena cacar monyet gini ngeri kelakuan juga ikutan kaya monyet,neutral
9210,2022-08-20 11:02:57+00:00,@Askrlfess cacar air aja dibikin gabisa tidur apalagi cacar monyet yaAllah,cacar air aja dibikin gabisa tidur apalagi cacar monyet yaAllah,neutral
9211,2022-08-20 11:02:16+00:00,kalo sampe wfh lg gara2 ni cacar monyet udah ga paham lg deh gue 🥲,kalo sampe wfh gara2 cacar monyet udah paham deh gue,neutral
9212,2022-08-20 11:02:11+00:00,@catchmeupid Kalo yg udh kena cacar air bakal kena cacar monyet juga gasihhh,Kalo udh kena cacar air bakal kena cacar monyet juga gasihhh,neutral
