,Datetime,clean_text,label
8772,2022-08-20 13:16:00+00:00,monyet hah itu cacar monyet dah masuk Indonesia,neutral
8773,2022-08-20 13:15:53+00:00,kalau punya riwayat pernah kena cacar biasa apakah dapat terserang cacar monyet,neutral
8774,2022-08-20 13:15:11+00:00,Bro itu org terkonfirmasi cacar monyet,neutral
8775,2022-08-20 13:14:16+00:00,Nanti ada duta cacar monyet gak,neutral
8776,2022-08-20 13:13:52+00:00,Setau kenapa dinamain Cacar Monyet gara2 cacar versi ini tuh lebih gatel dibanding cacar air api sehingga buat kita untuk sering garuk2 gitu nah ini tuh disamakan sama tingkahnya monyet seri garuk2in badannya CMIIW,neutral
8777,2022-08-20 13:13:46+00:00,cacar monyet cacar monyet gua kuliah offline lohhhh jangan sampe batal gegara monyet,neutral
8782,2022-08-20 13:10:37+00:00,situ bilang bisa bisa dan belum itu beda mek ngomong bisa buktinya dah beberapa lagu pernah dapet RAK dan PAK CHART KOREA SIALAN TUH untuo lagu born pink ini BELUM BUKAN BISA NGERTI CACAR MONYET,negative
8783,2022-08-20 13:10:06+00:00,Menunggu konpers duta cacar monyet,neutral
8785,2022-08-20 13:09:39+00:00,Bentar lagi jadi duta cacar monyet,neutral
8787,2022-08-20 13:09:16+00:00,Kalo cacar monyet disuruh PPKM sih nurut dah Jelek beut anjenk,neutral
8789,2022-08-20 13:07:54+00:00,sax sex sax sex otak ngentot mulu tuh cacar monyet udah jakarta,neutral
8791,2022-08-20 13:07:35+00:00,Deh gosah kebanyakan kodal kadel ngentat ngentot tuh cacar monyet dah masuk indo,neutral
8792,2022-08-20 13:07:09+00:00,Cacar monyet tuh kaya cacar air,neutral
8793,2022-08-20 13:07:03+00:00,mau skinkeran cacar monyet dateng kalo kena berbekas sik,neutral
8794,2022-08-20 13:06:12+00:00,Lebih berbahaya dan menular cacar Sambo daripada cacar Monyet,neutral
8797,2022-08-20 13:05:04+00:00,tolong ini cacar monyet jgn masuk bdg gamau kulon trssssss tkut bodo plis,neutral
8798,2022-08-20 13:04:52+00:00,astaghfirullah gua mending ngulang covid 2020 lagi drpd cacar monyet,neutral
8799,2022-08-20 13:04:25+00:00,Kemenkes memberitahukan kasus penyakit Cacar Monyet monkeypox pertama Indonesia,neutral
8800,2022-08-20 13:04:24+00:00,Pasien pertama cacar monyet berubah jadi monyet beneran,neutral
8802,2022-08-20 13:03:42+00:00,cacar monyet serem bgt heh,neutral
8803,2022-08-20 13:01:45+00:00,Mjb iya kak monkeypox itu nama lain cacar monyet,neutral
8808,2022-08-20 12:59:31+00:00,Siap siap badai cacar monyet lagi,neutral
8809,2022-08-20 12:58:32+00:00,Korona udh mulai bisa teratasi skrg malah ada cacar monyet,neutral
8810,2022-08-20 12:56:54+00:00,Cacar air aja nyebelin apalagi cacar monyet,neutral
8812,2022-08-20 12:54:51+00:00,Selamat datang cacar monyet,neutral
8813,2022-08-20 12:53:56+00:00,Allah cacar monyet dah nyampe Indonesia Huhuhu cape,neutral
8815,2022-08-20 12:52:26+00:00,mau bikin tweet cacar monyet dan boleh gak kosanmu udah ada bikin,neutral
8819,2022-08-20 12:51:13+00:00,salah sih gue kasih tau temen gue ada cacar monyet aja disangka bercanda,neutral
8821,2022-08-20 12:50:57+00:00,Covid belum selesai Belum vaksin booster aja masih repot kalo mau naik Ini malah ada cacar monyet lagi,neutral
8826,2022-08-20 12:50:24+00:00,adinda YaAllah ngurusin jerawat aja pusing begimana cacar monyet,neutral
8830,2022-08-20 12:49:29+00:00,Cpet bersihin ntar kira cacar monyet lagi,neutral
8831,2022-08-20 12:49:17+00:00,biasa saja jauh sblm plandemi pernah kok kena cacar monyet dokter kulit kasih salep alhamdulillah sembuh,neutral
8832,2022-08-20 12:48:22+00:00,Jika ada teman anda tidak bayar hutang itu adalah gejala cacar monyet,neutral
8834,2022-08-20 12:48:05+00:00,Sodara gua pas taun 2021 bilang cacar monyet sama rumah sakit Tapi ternyata itu cuma alergi Seminggu sembuh Pemerintah kontol nyari untung dari rakyat apa gimana,neutral
8835,2022-08-20 12:47:15+00:00,Katanya dah pernah kena varian lain dari cacar monyet ndod namanya cacar silit kalo salah,neutral
8836,2022-08-20 12:47:13+00:00,Cacar monyet tuh gmna Muka kita jadi kek monyet kah,neutral
8837,2022-08-20 12:46:39+00:00,Dari pertama dan berlanjut beribu ribu Gosah gede gedein lah kontol tahun usaha gua anjlok Baru korona redup muncul carmon cacar monyet,neutral
8838,2022-08-20 12:46:18+00:00,rek sumpah wedi bgt cacar monyet,neutral
8839,2022-08-20 12:46:01+00:00,Duh Allah jauhkan hamba dri org lgi masa inkubasi cacar monyet aamiin,negative
8840,2022-08-20 12:44:47+00:00,Itu org pertama kena cacar monyet aku mau nanya deh kamu maen kemana sih anjrit kok bisa kena,neutral
8841,2022-08-20 12:44:42+00:00,aduh bahaya cukup kelakuan saya aja kek monyet jgn sampe kena cacar monyet,neutral
8842,2022-08-20 12:44:11+00:00,TAKUT CACAR MONYET,neutral
8847,2022-08-20 12:41:55+00:00,kan dia juga gatau bakal kena cacar monyet nder doain aja sih biar cepet sembuh,neutral
8848,2022-08-20 12:41:43+00:00,nih cacar monyet,neutral
8850,2022-08-20 12:41:25+00:00,Sksk iyaa jugaa yaa soalnyaa makin sini makin banyak macam penyakit Cacar monyet misalkan,neutral
8854,2022-08-20 12:40:41+00:00,cacar monyet apaan lagi anjir gak kelar2,neutral
8859,2022-08-20 12:37:55+00:00,CACAR MONYET,neutral
8860,2022-08-20 12:37:50+00:00,kalo koronces kan penularannya lebih banyak gara2 airbone partikel2 air super kecil dikeluarin pas kita ngomong nafas amp bersin klo cacar monyet afaik kayak cacar air cuman benjolan2nya lebih gede amp bekasnya lebih parah,positive
8863,2022-08-20 12:36:30+00:00,cacar monyet pie gekan,neutral
8864,2022-08-20 12:36:06+00:00,Cacar monyet ini bisa mematikan,neutral
8865,2022-08-20 12:35:18+00:00,oke cacar monyet sudah ditemukan ini terakhir kali pake lengan pendek keluar rumah besok besok pake lengan panjang tapi trus celananya pendek,neutral
8866,2022-08-20 12:35:09+00:00,cacar monyet lohh,neutral
8867,2022-08-20 12:34:56+00:00,Hadeeeh ada kasus cacar monyet Indonesia Sementara gimana jadinya Jepang Covid sana lagi jelek sekarang ditambah ada cacar monyet,neutral
8868,2022-08-20 12:34:27+00:00,baca gak thread yang gua kirim barusan Dan orang yang terkena cacar monyet Indonesia itu bukan part LGBT mohon digaris bawahi,neutral
8869,2022-08-20 12:34:15+00:00,Kalau berhasil sembuh nanti dikasih piagam lagi terus dijadiin Duta Cacar Monyet,neutral
8871,2022-08-20 12:33:03+00:00,dok klo kena cacar monyet bisa buat kita berubah monyet,neutral
8873,2022-08-20 12:30:49+00:00,Cacar Monyet sudah ada dari dulu dan Indonesia dinamakan Cacar Api,neutral
8875,2022-08-20 12:30:12+00:00,Msih rada bingung cacar monyet gimana,neutral
8877,2022-08-20 12:27:57+00:00,Kena cacar monyet kak Jadi itu nyebar disini ada kena satu keluarga nah ini keluarga bukannya isolasi malah keluar rumah nyebar Daya tahan tubuh anakku ini emang agak lemah,neutral
8879,2022-08-20 12:27:12+00:00,Untuk yang sudah kena cacar air atau blm untuk kena cacar monyet ini memang melalui penularan kak berbeda dengan cacar air Jadi yang udah kena atau blm cacar air masih bisa kena cacar monyet,neutral
8880,2022-08-20 12:27:11+00:00,kasus pertama cacar monyet jkt,neutral
8881,2022-08-20 12:26:46+00:00,ini cacar monyet jangan sampe bikin dalgona lagi dah cukup berat idup sekarang,neutral
8882,2022-08-20 12:26:24+00:00,Kalo ada cacar monyet Semoga gue jadi perjadin luar negeri,neutral
8885,2022-08-20 12:24:11+00:00,monyet pernah keliatan kok bisa2 nyebarin cacar dasar monyet,neutral
8888,2022-08-20 12:22:59+00:00,Tahun ini cacar monyet,neutral
8893,2022-08-20 12:18:39+00:00,Asli dah gua takut bgt dgr kabar cacar monyet udh masuk indo,neutral
8895,2022-08-20 12:17:42+00:00,Mau mencegah cacar monyet bukan sama obat Tapi cegah kelakuan menyimpang dengan aturan itu baru efektif Sumber penyakit masyarakat dikasih ruang dikasih panggung kok masyarakat yang beretika sehat fisik mental rohani harus dibatasi dan berkorban Maunya apa,negative
8896,2022-08-20 12:17:09+00:00,selama jadi endemik indo mematikan setauku terus krn bekas cacar monyet ini bikin kulit cacat permanen kayaknya orang2 bakal lebih berhati2 deh enteng amp segoblok dulu,neutral
8903,2022-08-20 12:14:24+00:00,PASTI nih PASTI setelah ada berita cacar monyet bakalan ada penganut kongspirasi bilang CACAR MONYET PENGALIHAN ISU SAMBO,neutral
8904,2022-08-20 12:13:59+00:00,Bisa sih itu cacar monyet cuman menjangkiti orang2 kelakuannya kyk monyet,neutral
8906,2022-08-20 12:13:47+00:00,Ehiyaa cacar monyet boom sini,neutral
8907,2022-08-20 12:13:44+00:00,Iyaa jatim cacar monyet,neutral
8908,2022-08-20 12:13:37+00:00,TERKINI Indonesia mengumumkan kes pertama penyakit cacar Monyet Kes itu ialah seorang lelaki berusia tahun yang tiba dari luar negara maklum Kementerian Kesihatan Indonesia,neutral
8911,2022-08-20 12:13:30+00:00,shm cacar monyet udah masuk Indo gimana menurut kalian pergerakan saham kedepan,neutral
8912,2022-08-20 12:13:22+00:00,muka kaya monyet ken cacar monyet,neutral
8913,2022-08-20 12:13:07+00:00,1501 Vaksin cacar monyet udah ada Jangan kagetan,neutral
8914,2022-08-20 12:13:00+00:00,apa hubungane cacar monyet ama statment itu padahal cacar monyet soko kewan langsung,neutral
8915,2022-08-20 12:12:37+00:00,Cacar monyet monyetnya mana,neutral
8916,2022-08-20 12:12:34+00:00,mang cacar monyet kek mna,neutral
8918,2022-08-20 12:11:03+00:00,kalo cacar monyet penyebarannya lewat apa kek cacar biasa kah,neutral
8920,2022-08-20 12:10:18+00:00,Kekhawatiran soal cacar monyet ini lain PMK makin tidak diprioritaskan,neutral
8922,2022-08-20 12:09:47+00:00,kenapa berita cacar monyet ini muncul pas imun gue down sih anjir kan kepikiran,negative
8924,2022-08-20 12:09:16+00:00,awas cacar monyet,neutral
8928,2022-08-20 12:08:01+00:00,Fyi guys memang cacar monyet ini udah ada kok indonesia sudah ada beberapa pasien anak yang sampe uap Stay safe guys cuci tangan kalau memang kalian kontak dengan pasien,positive
8930,2022-08-20 12:06:56+00:00,katanya virus cacar monyet hanya menyerang kaum LGBTQ bakal kena lain ujar paling beragama padahal semua orang juga bisa terdampak statment sesat bisa bikin orang lain celaka,neutral
8931,2022-08-20 12:06:21+00:00,cacar monyet tuh bisa nular lewat udara kah kek covid19,neutral
8933,2022-08-20 12:06:13+00:00,Lebih jelek lukanya daripada cacar air biasa cacar air bisa ilang lukanya lah cacar monyet tuh gede gede malah jadi bopeng,neutral
8934,2022-08-20 12:05:05+00:00,Menunggu liputan pengangkatan duta cacar monyet,neutral
8935,2022-08-20 12:05:02+00:00,Beda kak untuk cacar air itu bintik sampai mulut dan masih bisa makan Untuk cacar monyet bintik sampai mulut dan bakal meletus menjadi sariawan kak bintik2 juga ada pantat sampai sekitar kemaluan Sama kok kita kak aku belum pernah kena cacar sama sekali,neutral
8937,2022-08-20 12:04:45+00:00,Drama aja Cacar cacar ada monyet monyetan,neutral
8938,2022-08-20 12:04:45+00:00,cacar monyet gak usah nyerang manusia pleaseee,neutral
8940,2022-08-20 12:04:31+00:00,snih cacar monyet,neutral
8941,2022-08-20 12:04:13+00:00,PPCM Paguyuban Pemuda Cacar Monyet,neutral
8942,2022-08-20 12:04:09+00:00,Aku sibuk sama konser bujank sampe baru tau kalo cacar monyet udah nyampe indonesia Udah ada yang kena jakarta cowok umur tahun pliss stay safe Semoga gak jadi kasus gede kek word,positive
8943,2022-08-20 12:03:38+00:00,Sampe skrg aku kaga tau cacar monyet apaan sakit jdi monyet kah,neutral
8948,2022-08-20 12:03:00+00:00,Hai Gimana kabarnya Covid kemarin aman kan Gak ada yang kena Cacar monyet udah masuk Indonesia Masih ngumpul2 kondangan gak nih abis ini,neutral
8949,2022-08-20 12:02:55+00:00,Sumpah mau cacar monyet serem BANGET gua parno,neutral
8950,2022-08-20 12:02:52+00:00,cacar monyet,neutral
8953,2022-08-20 12:02:30+00:00,Naha cacar monyet cacar monyet kelakuannya aja udah kaya monyet,neutral
8955,2022-08-20 12:02:03+00:00,gweh cacar air aja blum pernah ini cacar monyet apa cok,neutral
8957,2022-08-20 12:01:44+00:00,Katanya cacar monyet udh terdeteksi jkt bacanya aja lngsung OVT,neutral
8959,2022-08-20 12:01:22+00:00,Cacar monyet ini sama sih kyk cacar lainnya Takut bgt aku soalnya blm pernah kena cacar dan jgn sampe kena deh,neutral
8960,2022-08-20 12:01:17+00:00,Semoga pandemi covid kemarin jadikan pelajaran agar cacar monyet bisa atasi awal,neutral
8961,2022-08-20 12:00:15+00:00,jujur dari awal berita monkey pox beredar gue uda nyoba nyari info vaksin cacar air karna katanya masi cukup efektif buat ngehindarin cacar monyet mahal bgt setan,negative
8963,2022-08-20 12:00:04+00:00,159 Kan beunang cacar monyet ngan lgbt wungkul,neutral
8964,2022-08-20 11:58:52+00:00,Ini cacar monyet kapan ada vaksinnya,neutral
8965,2022-08-20 11:58:20+00:00,Ntar paling disuruh vaksin jilid tentang cacar monyet,neutral
8966,2022-08-20 11:58:18+00:00,Makany cacar monyet mulai lagi biar duit aman,neutral
8967,2022-08-20 11:57:55+00:00,cacar monyet dah masuk jkt,neutral
8968,2022-08-20 11:57:17+00:00,Bajindullll pake ada cacar monyet indo semoga konser tahun ini cancel lagiii,neutral
8970,2022-08-20 11:57:09+00:00,Data dari Kemenkes bahwa virus cacar monyet bisa menjangkiti semua kalangan usia terkecuali satu yakni para jomblo soalnya mereka gak punya Cacar,neutral
8972,2022-08-20 11:56:37+00:00,Wahh ini keknya cacar temen2 nih soalnya temen pada kek mounyet Wait berarti temennya monyet dong,neutral
8973,2022-08-20 11:56:24+00:00,bener klo dulu waktu kecil dah kena cacar apa bisa kena cacar monyet,neutral
8975,2022-08-20 11:55:44+00:00,Nyampe juga kasus pertama cacar monyet indo,neutral
8976,2022-08-20 11:55:42+00:00,Cacar monyet karena apa,neutral
8977,2022-08-20 11:55:40+00:00,Udah dikonfirmasi sama Kemenkes penemuan kasus cacar monyet pertama Jakarta Omo gimana nih GenZi,neutral
8979,2022-08-20 11:55:00+00:00,Cacar air aja belum pernah kena jangan ngadi mau kena monyet cukup kawan saya banyak yang kaya monyet aja gausa cacar,neutral
8981,2022-08-20 11:54:16+00:00,cacar monyet bgimana bentukannya sama kaya cacar air gue ketularan tmn cacar air aja udh BEUH mana ditularin sekelas waktu itu,neutral
8983,2022-08-20 11:53:42+00:00,Bukannya cacar monyet itu hanya menyebar melalui hubungan iykwim Kalo kita kita gapernah ini akan kena kan,neutral
8984,2022-08-20 11:53:23+00:00,Kalau kena cacar monyet nanti jadi monyet,neutral
8986,2022-08-20 11:53:14+00:00,cacar monyet ini kalo abis kena ntar auto jadi monyet kalo iya temen berarti pernah kena juga,neutral
8988,2022-08-20 11:52:45+00:00,kebayang cacar monyet,neutral
8989,2022-08-20 11:52:14+00:00,cacar monyet beda sama pacar yang kelakuannya kayak monyet lho,neutral
8990,2022-08-20 11:51:42+00:00,allah cacar monyet bnrn,neutral
8991,2022-08-20 11:51:10+00:00,cacar monyet yang gmna sih Cacar nya bentuk monyet,neutral
8993,2022-08-20 11:50:37+00:00,Ini cacar monyet kalau terinveksi nanti garuk2 kek monyet apa gmn,neutral
8994,2022-08-20 11:50:32+00:00,Shit cacar monyet,negative
8996,2022-08-20 11:50:07+00:00,Bengong sendiri denger nyokap ngoceh cacar monyet karena LGBT,neutral
8999,2022-08-20 11:49:35+00:00,ohhhh iya tau cacar monyet adada aja deh,neutral
9000,2022-08-20 11:49:34+00:00,Cacar monyet cacar monyet bengeut sia kos monyet,neutral
9004,2022-08-20 11:48:57+00:00,tolong dong pemerintah vaksinnya luar udah pada vaksin nih cacar skincare mahal perawatan juga mahal masa kena cacar monyet nangis banget,neutral
9005,2022-08-20 11:48:52+00:00,info vaksin cacar monyet biar dapet sertifikat peduli lindungi,neutral
9006,2022-08-20 11:48:33+00:00,Pasien tersebut laki laki berusia tahun yang berasal dari DKI Jakarta sedang menjalani perawatan Syahril mengungkapkan pasien ini baru pulang dari luar negeri dan mengalami gejala cacar monyet pada Minggu 2022 odp,neutral
9007,2022-08-20 11:48:32+00:00,SSInfo Kementerian Kesehatan Kemenkes mengonfirmasi kasus pertama cacar monyet Indonesia Informasi ini disampaikan Mohammad Syahril Juru Bicara Kemenkes dalam konferensi pers yang berlangsung Sabtu 2022 sore,neutral
9009,2022-08-20 11:48:12+00:00,kmren covid awal mula jakarta skrng cacar monyet awal mula jakarta juga asw lah daerah gue jadi cikal bakal penyakit mulu,neutral
9010,2022-08-20 11:47:55+00:00,cacar monyet ada Indonesia lho makanya mandi tuh sehari tutup telinga,neutral
9011,2022-08-20 11:47:50+00:00,Badan kesehatan dunia who telah menetapkan kasus monkey pox atau cacar monyet sebagai kejadian luar biasa atau KLB direktur tehnis badan kesehatan dunia who meminta semua negara untuk mewaspadai berjangkitnya monkey pox negaranya Indonesia konfirmasi kasus pertama hari ini,negative
9012,2022-08-20 11:47:30+00:00,cacar monyet mesti pcr,neutral
9013,2022-08-20 11:47:13+00:00,Cacar monyet gimana bentukannya siii Deskripsiin aja yaa mau search gugel agak gimana gitu,neutral
9015,2022-08-20 11:46:45+00:00,kok serem sih ada aja Kmren copid terus penyakit menular hewan ternak skrg cacar monyet,neutral
9016,2022-08-20 11:46:36+00:00,shit gue mau nikah woii malah ada cacar monyet segala,negative
9019,2022-08-20 11:45:40+00:00,udah plukan kepala patpat orang homo itu sih kena nya cepet dik bukan kena cacar monyet tapi kena mental,negative
9020,2022-08-20 11:45:30+00:00,Menurut Wikipedia kasus cacar monyet pertama kali terdeteksi Kongo salah satu negara paling miskin dunia pada 1970 atau tahun silam dan kini kembali temukan lagi setelah hampir tahun tidak terdeteksi kabar terbaru kementerian kesehatan umumkan kasus pertama,neutral
9022,2022-08-20 11:45:14+00:00,FESS CACAR MONYET,neutral
9024,2022-08-20 11:44:53+00:00,jadi cacar monyet virusnya menyebar lewat apa,neutral
9026,2022-08-20 11:44:33+00:00,Cacar monyet keluar monyet,neutral
9027,2022-08-20 11:43:53+00:00,Cacar monyet dikonfirmasi hadir Jakarta,neutral
9028,2022-08-20 11:43:40+00:00,Jujur lebih takut cacar monyet drpd covid,neutral
9029,2022-08-20 11:43:40+00:00,jir minggu hareup geus mulai ngerjakeun gawean jkt malah rame ieu cacar monyet,neutral
9030,2022-08-20 11:43:30+00:00,Penularan cacar monyet juga sama kaya word kah Lewat droplet,neutral
9031,2022-08-20 11:43:15+00:00,kalo kena nanti ada dua satunya duta cacar satunya duta monyet mas,neutral
9032,2022-08-20 11:42:52+00:00,Lalu dilakukan suntik vaksin khusus cacar monyet itu,neutral
9033,2022-08-20 11:42:10+00:00,Cacar monyet tuh cuman dalih padahal ini penyakit temennya HIV gara mahluk LGBT iya azabnya kek pas zaman Nabi Luth tapi secara langsung ini tuh azab Tobat woy tobat,neutral
9034,2022-08-20 11:41:54+00:00,cacar monyet sakitnya gimana beneran tau,neutral
9035,2022-08-20 11:41:50+00:00,anjingggg emang cacar monyet dari para homo,neutral
9037,2022-08-20 11:41:28+00:00,Tentu bisa dong cacar monyet menular itu melalui kontak fisik seperti kamu ngomong sama dia secara langsung dan disitu bisa saja dia menularkan bakterinya melalui air liur Makannya sangat anjurkan untuk kita tidak berkontak dengan pasien yang sedang sakit,neutral
9038,2022-08-20 11:41:13+00:00,mau mastiin semester besok full offline atau soalnya uwin suka dadakan ngasih info kaya kemaren udah disono online lagi mana skrg cacar monyet udah masuk jkt jadi full offline nih,positive
9040,2022-08-20 11:40:56+00:00,FESS Cacar monyet,neutral
